,uid,iid,r_ui,est,details
632,A5JLAU2ARJ0BO,B000063CUK,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
633,A12DLJESJKM1OQ,B000087BX8,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
634,A2XRMQA6PJ5ZJ8,B0002X8TVW,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
635,A5JLAU2ARJ0BO,B000BKN2Y0,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
636,A2AEZQ3DGBBLPR,B00005T37X,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
637,A2BGZ52M908MJY,B00004ZCA5,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
638,AKT8TGIT6VVZ5,B000BTFZZA,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
639,A38QEATH3NODFM,B000067R9B,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
640,A231WM2Z2JL0U3,B00005BABT,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
641,A2XRMQA6PJ5ZJ8,B000095SG4,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
642,A25HBO5V8S8SEA,B00007G3DL,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
643,A11D1KHM7DVOQK,B00008ZPNR,4.0,3.0759493670886076,"{'actual_k': 0, 'was_impossible': False}"
644,A2B7BUH8834Y6M,B0001A967W,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
645,AT6CZDCP4TRGA,B0000AQIFW,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
646,A2AEZQ3DGBBLPR,B000066TPN,4.0,3.7142857142857144,"{'actual_k': 1, 'was_impossible': False}"
647,AKT8TGIT6VVZ5,B000DZFWL4,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
648,A1ODOGXEYECQQ8,B0007MWE28,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
649,A2XRMQA6PJ5ZJ8,B0002OZXHO,5.0,4.585365853658536,"{'actual_k': 0, 'was_impossible': False}"
650,A2R6RA8FRBS608,B00009UHG7,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
651,A12DLJESJKM1OQ,B00006JLOT,5.0,4.288888888888889,"{'actual_k': 0, 'was_impossible': False}"
652,A1VQHH85U7PX0,B00076TK6M,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
653,ALUNVOQRXOZIA,B000FPZLUE,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
654,A5JLAU2ARJ0BO,B0002G81J4,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
655,A1JWSDDIH5Z7DV,B000066R5Y,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
656,A1F9Z42CFF9IAY,B0001976UC,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
657,A680RUE1FDO8B,B000E5CYW8,5.0,4.25,"{'actual_k': 0, 'was_impossible': False}"
658,ABH9D1TEOJ56E,B00008NE00,4.0,3.880952380952381,"{'actual_k': 0, 'was_impossible': False}"
659,A11D1KHM7DVOQK,B0002DGAO0,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
660,AKT8TGIT6VVZ5,B00005LE70,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
661,AT6CZDCP4TRGA,B00006J054,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
662,A231WM2Z2JL0U3,B00004ZA7W,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
663,A203OCQQ12MAVT,B000068O1A,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
664,A6FIAB28IS79,B0006N2P8Q,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
665,A231WM2Z2JL0U3,B000056SSM,3.0,2.2857142857142856,"{'actual_k': 1, 'was_impossible': False}"
666,A6FIAB28IS79,B00006ICIW,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
667,A1435P5AMCPB3X,B000BK63K0,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
668,A1FR68QH6Z4YZM,B00006I5E4,5.0,4.787234042553192,"{'actual_k': 0, 'was_impossible': False}"
669,A1435P5AMCPB3X,B00009UT3C,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
670,A231WM2Z2JL0U3,B00005ATZN,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
671,AGXV8E7XK9J6H,B00005QBUU,4.0,4.2894736842105265,"{'actual_k': 0, 'was_impossible': False}"
672,AT6CZDCP4TRGA,B00005OMZ7,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
673,A2AEZQ3DGBBLPR,B00000J1E6,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
674,A2AY4YUOX2N1BQ,B000234I5I,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
675,A1JWSDDIH5Z7DV,B0007OW51Q,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
676,AT6CZDCP4TRGA,B000095IMS,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
677,A680RUE1FDO8B,B000GHTGES,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
678,A6FIAB28IS79,B000HZD2YE,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
679,A2AY4YUOX2N1BQ,B00009R7SE,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
680,AWPODHOB4GFWL,B000CSP8IO,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
681,A1F9Z42CFF9IAY,B00005A9AV,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
682,A1JWSDDIH5Z7DV,B0006435AM,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
683,AGHZXQL9F94T9,B00006LUJZ,2.0,3.2549019607843137,"{'actual_k': 0, 'was_impossible': False}"
684,A2BGZ52M908MJY,B000051123,5.0,4.51984126984127,"{'actual_k': 1, 'was_impossible': False}"
685,A1ODOGXEYECQQ8,B0007LJHVK,5.0,4.410256410256411,"{'actual_k': 0, 'was_impossible': False}"
686,A1RPTVW5VEOSI,B00008OE46,5.0,4.0,"{'actual_k': 0, 'was_impossible': False}"
687,AGHZXQL9F94T9,B00064O1P0,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
688,A1F9Z42CFF9IAY,B000ETY3LO,2.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
689,A5JLAU2ARJ0BO,B00067M5N2,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
690,A1RPTVW5VEOSI,B00005OMZO,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
691,A250AXLRBVYKB4,B00005NPWK,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
692,A5JLAU2ARJ0BO,B0001G6U5M,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
693,A2R6RA8FRBS608,B0007LBON4,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
694,A1RPTVW5VEOSI,B0002UBCXM,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
695,A250AXLRBVYKB4,B00003IEMD,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
696,ALUNVOQRXOZIA,1400599997,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
697,AGXV8E7XK9J6H,B00004WCIC,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
698,A680RUE1FDO8B,B000DZFUIO,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
699,A1ODOGXEYECQQ8,B000E1HXL4,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
700,A25HBO5V8S8SEA,B000068IL8,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
701,ABH9D1TEOJ56E,B0000DBJJT,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
702,A5JLAU2ARJ0BO,B0000DBJV5,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
703,A1435P5AMCPB3X,B000E873QM,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
704,A3OXHLG6DIBRW8,B00005ML7Q,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
705,AT6CZDCP4TRGA,B0002SQ0A4,3.0,3.4186046511627906,"{'actual_k': 0, 'was_impossible': False}"
706,A2R6RA8FRBS608,B000068CNT,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
707,A203OCQQ12MAVT,B000ASGFNI,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
708,A5JLAU2ARJ0BO,B0006BKGAW,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
709,A231WM2Z2JL0U3,B00004YBVE,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
710,AKT8TGIT6VVZ5,B0001976UC,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
711,A3OXHLG6DIBRW8,B00000JHX1,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
712,ABH9D1TEOJ56E,B000093UU4,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
713,A1ODOGXEYECQQ8,B0009MZ9UA,5.0,4.410256410256411,"{'actual_k': 0, 'was_impossible': False}"
714,AT6CZDCP4TRGA,B000069E1H,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
715,A231WM2Z2JL0U3,B00005AW1X,4.0,4.285714285714286,"{'actual_k': 0, 'was_impossible': False}"
716,A15QYHQH80W30L,B0009JFF0W,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
717,A5JLAU2ARJ0BO,B00009NFEQ,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
718,A5JLAU2ARJ0BO,B0002TUWXY,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
719,A1RPTVW5VEOSI,B00009R8I9,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
720,A203OCQQ12MAVT,B00008VSL7,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
721,A3NCIN6TNL0MGA,B000ICZZJG,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
722,A5JLAU2ARJ0BO,B0000DIFGJ,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
723,A12DLJESJKM1OQ,B00008OE5I,5.0,4.288888888888889,"{'actual_k': 0, 'was_impossible': False}"
724,A3OXHLG6DIBRW8,B00005LD4T,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
725,A1RPTVW5VEOSI,B00004RF6K,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
726,A3NCIN6TNL0MGA,B0006HU49E,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
727,A2AEZQ3DGBBLPR,B000068IGI,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
728,A1ODOGXEYECQQ8,B00007FGU7,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
729,A2B7BUH8834Y6M,B0009EXWJS,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
730,AKT8TGIT6VVZ5,B0000AGAXZ,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
731,A6FIAB28IS79,B000BYTMEA,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
732,A7Y6AVS576M03,B00005AY9I,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
733,A11D1KHM7DVOQK,B00005QBUR,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
734,A2CL818RN52NWN,B0006688XO,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
735,A1JWSDDIH5Z7DV,B000222F5O,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
736,A1MJMYLRTZ76ZX,B00006LHEL,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
737,A6FIAB28IS79,B0002FHENE,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
738,A7Y6AVS576M03,B0009F3PZS,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
739,A6FIAB28IS79,B0007LJHVA,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
740,A2R6RA8FRBS608,B0007PN5MS,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
741,A25HBO5V8S8SEA,B00006AE3K,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
742,A12DLJESJKM1OQ,B0009V140K,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
743,A7Y6AVS576M03,B000DIM9AS,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
744,A1F9Z42CFF9IAY,B00004TX7E,4.0,3.1312656641604004,"{'actual_k': 1, 'was_impossible': False}"
745,ALUNVOQRXOZIA,B00006HQID,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
746,A25HBO5V8S8SEA,B0000DK3I4,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
747,A149RNR5RH19YY,B00079PNTM,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
748,A5JLAU2ARJ0BO,B00006JN3G,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
749,AGXV8E7XK9J6H,B0002XQWCK,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
750,A1FR68QH6Z4YZM,B000BY52O4,5.0,4.787234042553192,"{'actual_k': 0, 'was_impossible': False}"
751,A5JLAU2ARJ0BO,B0002PSINY,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
752,A5JLAU2ARJ0BO,B0002QWU3W,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
753,A5JLAU2ARJ0BO,B0001A99LA,2.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
754,A6FIAB28IS79,B00005NK3C,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
755,A680RUE1FDO8B,B000E9U9MG,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
756,A1FR68QH6Z4YZM,B0000ZOLLO,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
757,A680RUE1FDO8B,B0009RML8S,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
758,A149RNR5RH19YY,B0007M610Y,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
759,A149RNR5RH19YY,B000062TTF,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
760,A5JLAU2ARJ0BO,B0002CPBUK,5.0,3.8677966101694916,"{'actual_k': 0, 'was_impossible': False}"
761,A3OXHLG6DIBRW8,B000093UDQ,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
762,A1FR68QH6Z4YZM,B000GHTGES,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
763,A2R6RA8FRBS608,B0002375F8,5.0,4.37037037037037,"{'actual_k': 0, 'was_impossible': False}"
764,A2B7BUH8834Y6M,B00021UJ30,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
765,A1435P5AMCPB3X,B000AXSGO4,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
766,A1MJMYLRTZ76ZX,B0003QIXBY,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
767,A5JLAU2ARJ0BO,B0002DG0OA,2.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
768,ALUNVOQRXOZIA,B000BQN4IS,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
769,A2CL818RN52NWN,B00007G9J5,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
770,A5JLAU2ARJ0BO,B0000DIX25,2.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
771,A7Y6AVS576M03,B00005A0QV,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
772,A5JLAU2ARJ0BO,B0006I5I7G,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
773,A5JLAU2ARJ0BO,B00009RL1W,1.0,2.0514700795572467,"{'actual_k': 1, 'was_impossible': False}"
774,A231WM2Z2JL0U3,B00004Z6OK,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
775,A25HBO5V8S8SEA,B000086F0Q,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
776,A25HBO5V8S8SEA,B00006HGW0,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
777,A1JWSDDIH5Z7DV,B0000632GH,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
778,A25HBO5V8S8SEA,B00006LL8Z,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
779,A2XRMQA6PJ5ZJ8,B000FPIUBQ,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
780,AGHZXQL9F94T9,B000087KYH,2.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
781,A231WM2Z2JL0U3,B00004SYB7,5.0,4.48015873015873,"{'actual_k': 1, 'was_impossible': False}"
782,A5JLAU2ARJ0BO,B00007B6L5,2.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
783,A1RPTVW5VEOSI,B0002ZAILY,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
784,A231WM2Z2JL0U3,B00005R8TR,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
785,A5JLAU2ARJ0BO,B0000DBJTZ,2.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
786,AWPODHOB4GFWL,B000F3DYUU,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
787,AGXV8E7XK9J6H,B00004WCEY,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
788,AGXV8E7XK9J6H,B00009XVBY,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
789,A1MJMYLRTZ76ZX,B00005Y3V5,4.0,4.336038961038962,"{'actual_k': 1, 'was_impossible': False}"
790,A1ODOGXEYECQQ8,B0009MZ9UK,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
791,A2R6RA8FRBS608,B00012YIA0,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
792,AKT8TGIT6VVZ5,B0000AQJ6I,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
793,A2AY4YUOX2N1BQ,B0000AE6AX,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
794,AWPODHOB4GFWL,B000CRPS76,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
795,A231WM2Z2JL0U3,B00004Y7CF,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
796,A2R6RA8FRBS608,B00009IB70,4.0,4.37037037037037,"{'actual_k': 0, 'was_impossible': False}"
797,A2R6RA8FRBS608,B00007E8AB,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
798,AGHZXQL9F94T9,B0007QKMQY,5.0,3.2549019607843137,"{'actual_k': 0, 'was_impossible': False}"
799,AT6CZDCP4TRGA,B00006IKCS,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
800,AGHZXQL9F94T9,B0007XO79A,2.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
801,A2AEZQ3DGBBLPR,B00006HMPM,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
802,AKT8TGIT6VVZ5,B00007BKFG,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
803,A2XRMQA6PJ5ZJ8,B0007TJ5AK,5.0,4.585365853658536,"{'actual_k': 0, 'was_impossible': False}"
804,A2AEZQ3DGBBLPR,B000799LQS,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
805,A2CL818RN52NWN,B0002MIEXG,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
806,A1ODOGXEYECQQ8,B000ERAON2,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
807,ALUNVOQRXOZIA,B00004Y7TD,5.0,3.675675675675676,"{'actual_k': 0, 'was_impossible': False}"
808,A1ODOGXEYECQQ8,B000AV14M2,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
809,A231WM2Z2JL0U3,B00005NWQN,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
810,A5JLAU2ARJ0BO,B000067DKB,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
811,A3OXHLG6DIBRW8,B000BSOBG0,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
812,A2R6RA8FRBS608,B000087NBU,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
813,A680RUE1FDO8B,B00062GJ8E,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
814,A1FR68QH6Z4YZM,B000BM2Q7W,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
815,AGHZXQL9F94T9,B00008CR0Y,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
816,A1F9Z42CFF9IAY,B00081GX8O,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
817,A1F9Z42CFF9IAY,B00009R8AI,2.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
818,A1FR68QH6Z4YZM,B00004U0CR,5.0,4.787234042553192,"{'actual_k': 0, 'was_impossible': False}"
819,A231WM2Z2JL0U3,B00005OL85,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
820,A5JLAU2ARJ0BO,B000056SRE,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
821,A2CL818RN52NWN,B0009O5MUA,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
822,A231WM2Z2JL0U3,B00004VWM3,5.0,4.285714285714286,"{'actual_k': 0, 'was_impossible': False}"
823,AWPODHOB4GFWL,B0000511L5,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
824,A38QEATH3NODFM,B000056SSJ,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
825,A5JLAU2ARJ0BO,B0007QKMQY,5.0,3.8677966101694916,"{'actual_k': 0, 'was_impossible': False}"
826,AGHZXQL9F94T9,B00074Z9J6,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
827,A5JLAU2ARJ0BO,B000AV14M2,2.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
828,A231WM2Z2JL0U3,B00065L5SK,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
829,AT6CZDCP4TRGA,B0001WNKBI,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
830,ABH9D1TEOJ56E,B00008O35W,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
831,A2AY4YUOX2N1BQ,B00009V3CG,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
832,A2R6RA8FRBS608,B00009ZOIP,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
833,A38QEATH3NODFM,B0007A1IRC,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
834,A2B7BUH8834Y6M,B000BQ7GW8,5.0,4.863352095059413,"{'actual_k': 1, 'was_impossible': False}"
835,A680RUE1FDO8B,B000I68LQG,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
836,AT6CZDCP4TRGA,B0006G0RSI,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
837,A5JLAU2ARJ0BO,B00005T3SM,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
838,A1VQHH85U7PX0,B00067LYFW,4.0,5.0,"{'actual_k': 1, 'was_impossible': False}"
839,A2AEZQ3DGBBLPR,B000098XNQ,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
840,A25HBO5V8S8SEA,B00006B6JH,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
